sentence_level_id	audio	start_time	end_time	goldStandard	actual	repeated	runon	nonchild	annotator_id	grade	sound	title	topic	words	__id__	content	time	picture	userId	segment_time
188964182	uid_ukKF4sCANzgmD16fyjMyO7VwR2A2_sid_BhiSjyPVnnE8LlbHAvww_1742164812.wav	25.344320930309053	29.494771267035162	He took a deep breath, focused, and leapt into the air.		False	False	False	75324	2nd Grade	air, are, ear /air/	Zade playing basketball	Low Frequency Spellings	200.0	BhiSjyPVnnE8LlbHAvww	"Zade loved playing basketball. Each day, he would wear his gear and head to the court near his home. The air was fresh, and Zade felt eager. One sunny day, he was determined to perfect his jump shot. He took a deep breath, focused, and leapt into the air. The ball soared and went through the hoop without touching the rim. The cheer from his friends was loud and filled Zade with pride. But during practice, he took a hard fall and tore his sneaker. His friends were there to help and show they care. Zade sat on the bench with a small tear in his eye, thinking his day was over. However, his friend Clare came to him with a sly smile. ""I have a spare pair in my bag!"" she said. Zade was thrilled. He laced up the new sneakers and returned to the game with flair. By the end of the day, Zade's team won. As they left the court, Zade felt a sense of joy. He learned that friendship and care make any tough time easier to bear."	2025-03-16	images/story/img-5ws2N12jDfYWR0LpaCfrhP3S.png	ukKF4sCANzgmD16fyjMyO7VwR2A2	4.150450336726109
188964182	uid_ukKF4sCANzgmD16fyjMyO7VwR2A2_sid_BhiSjyPVnnE8LlbHAvww_1742164812.wav	29.902749508195633	36.367128036160814	The ball soared and went through the hoop without touching the rim.		False	False	False	75324	2nd Grade	air, are, ear /air/	Zade playing basketball	Low Frequency Spellings	200.0	BhiSjyPVnnE8LlbHAvww	"Zade loved playing basketball. Each day, he would wear his gear and head to the court near his home. The air was fresh, and Zade felt eager. One sunny day, he was determined to perfect his jump shot. He took a deep breath, focused, and leapt into the air. The ball soared and went through the hoop without touching the rim. The cheer from his friends was loud and filled Zade with pride. But during practice, he took a hard fall and tore his sneaker. His friends were there to help and show they care. Zade sat on the bench with a small tear in his eye, thinking his day was over. However, his friend Clare came to him with a sly smile. ""I have a spare pair in my bag!"" she said. Zade was thrilled. He laced up the new sneakers and returned to the game with flair. By the end of the day, Zade's team won. As they left the court, Zade felt a sense of joy. He learned that friendship and care make any tough time easier to bear."	2025-03-16	images/story/img-5ws2N12jDfYWR0LpaCfrhP3S.png	ukKF4sCANzgmD16fyjMyO7VwR2A2	6.464378527965181
188964182	uid_ukKF4sCANzgmD16fyjMyO7VwR2A2_sid_BhiSjyPVnnE8LlbHAvww_1742164812.wav	37.99482083346767	47.34569551999613	The cheer from his friends was loud and filled Zade with pride.		False	False	False	75324	2nd Grade	air, are, ear /air/	Zade playing basketball	Low Frequency Spellings	200.0	BhiSjyPVnnE8LlbHAvww	"Zade loved playing basketball. Each day, he would wear his gear and head to the court near his home. The air was fresh, and Zade felt eager. One sunny day, he was determined to perfect his jump shot. He took a deep breath, focused, and leapt into the air. The ball soared and went through the hoop without touching the rim. The cheer from his friends was loud and filled Zade with pride. But during practice, he took a hard fall and tore his sneaker. His friends were there to help and show they care. Zade sat on the bench with a small tear in his eye, thinking his day was over. However, his friend Clare came to him with a sly smile. ""I have a spare pair in my bag!"" she said. Zade was thrilled. He laced up the new sneakers and returned to the game with flair. By the end of the day, Zade's team won. As they left the court, Zade felt a sense of joy. He learned that friendship and care make any tough time easier to bear."	2025-03-16	images/story/img-5ws2N12jDfYWR0LpaCfrhP3S.png	ukKF4sCANzgmD16fyjMyO7VwR2A2	9.350874686528456
188964182	uid_ukKF4sCANzgmD16fyjMyO7VwR2A2_sid_BhiSjyPVnnE8LlbHAvww_1742164812.wav	47.93529007345238	53.85283475107396	But during practice, he took a hard fall and tore his sneaker.		False	False	False	75324	2nd Grade	air, are, ear /air/	Zade playing basketball	Low Frequency Spellings	200.0	BhiSjyPVnnE8LlbHAvww	"Zade loved playing basketball. Each day, he would wear his gear and head to the court near his home. The air was fresh, and Zade felt eager. One sunny day, he was determined to perfect his jump shot. He took a deep breath, focused, and leapt into the air. The ball soared and went through the hoop without touching the rim. The cheer from his friends was loud and filled Zade with pride. But during practice, he took a hard fall and tore his sneaker. His friends were there to help and show they care. Zade sat on the bench with a small tear in his eye, thinking his day was over. However, his friend Clare came to him with a sly smile. ""I have a spare pair in my bag!"" she said. Zade was thrilled. He laced up the new sneakers and returned to the game with flair. By the end of the day, Zade's team won. As they left the court, Zade felt a sense of joy. He learned that friendship and care make any tough time easier to bear."	2025-03-16	images/story/img-5ws2N12jDfYWR0LpaCfrhP3S.png	ukKF4sCANzgmD16fyjMyO7VwR2A2	5.917544677621578
188964182	uid_ukKF4sCANzgmD16fyjMyO7VwR2A2_sid_BhiSjyPVnnE8LlbHAvww_1742164812.wav	53.97551450963506	61.059353985231624	His friends were there to help and show they care.		False	False	False	75324	2nd Grade	air, are, ear /air/	Zade playing basketball	Low Frequency Spellings	200.0	BhiSjyPVnnE8LlbHAvww	"Zade loved playing basketball. Each day, he would wear his gear and head to the court near his home. The air was fresh, and Zade felt eager. One sunny day, he was determined to perfect his jump shot. He took a deep breath, focused, and leapt into the air. The ball soared and went through the hoop without touching the rim. The cheer from his friends was loud and filled Zade with pride. But during practice, he took a hard fall and tore his sneaker. His friends were there to help and show they care. Zade sat on the bench with a small tear in his eye, thinking his day was over. However, his friend Clare came to him with a sly smile. ""I have a spare pair in my bag!"" she said. Zade was thrilled. He laced up the new sneakers and returned to the game with flair. By the end of the day, Zade's team won. As they left the court, Zade felt a sense of joy. He learned that friendship and care make any tough time easier to bear."	2025-03-16	images/story/img-5ws2N12jDfYWR0LpaCfrhP3S.png	ukKF4sCANzgmD16fyjMyO7VwR2A2	7.083839475596562
188964182	uid_ukKF4sCANzgmD16fyjMyO7VwR2A2_sid_BhiSjyPVnnE8LlbHAvww_1742164812.wav	61.07199832448545	71.4568781172877	Zade sat on the bench with a small tear in his eye, thinking his day was over.		False	True	False	75324	2nd Grade	air, are, ear /air/	Zade playing basketball	Low Frequency Spellings	200.0	BhiSjyPVnnE8LlbHAvww	"Zade loved playing basketball. Each day, he would wear his gear and head to the court near his home. The air was fresh, and Zade felt eager. One sunny day, he was determined to perfect his jump shot. He took a deep breath, focused, and leapt into the air. The ball soared and went through the hoop without touching the rim. The cheer from his friends was loud and filled Zade with pride. But during practice, he took a hard fall and tore his sneaker. His friends were there to help and show they care. Zade sat on the bench with a small tear in his eye, thinking his day was over. However, his friend Clare came to him with a sly smile. ""I have a spare pair in my bag!"" she said. Zade was thrilled. He laced up the new sneakers and returned to the game with flair. By the end of the day, Zade's team won. As they left the court, Zade felt a sense of joy. He learned that friendship and care make any tough time easier to bear."	2025-03-16	images/story/img-5ws2N12jDfYWR0LpaCfrhP3S.png	ukKF4sCANzgmD16fyjMyO7VwR2A2	10.384879792802252
188964182	uid_ukKF4sCANzgmD16fyjMyO7VwR2A2_sid_BhiSjyPVnnE8LlbHAvww_1742164812.wav	71.47315026981474	87.97435762415346	However, his friend Clare came to him with a sly smile.		False	True	False	75324	2nd Grade	air, are, ear /air/	Zade playing basketball	Low Frequency Spellings	200.0	BhiSjyPVnnE8LlbHAvww	"Zade loved playing basketball. Each day, he would wear his gear and head to the court near his home. The air was fresh, and Zade felt eager. One sunny day, he was determined to perfect his jump shot. He took a deep breath, focused, and leapt into the air. The ball soared and went through the hoop without touching the rim. The cheer from his friends was loud and filled Zade with pride. But during practice, he took a hard fall and tore his sneaker. His friends were there to help and show they care. Zade sat on the bench with a small tear in his eye, thinking his day was over. However, his friend Clare came to him with a sly smile. ""I have a spare pair in my bag!"" she said. Zade was thrilled. He laced up the new sneakers and returned to the game with flair. By the end of the day, Zade's team won. As they left the court, Zade felt a sense of joy. He learned that friendship and care make any tough time easier to bear."	2025-03-16	images/story/img-5ws2N12jDfYWR0LpaCfrhP3S.png	ukKF4sCANzgmD16fyjMyO7VwR2A2	16.501207354338717
188964182	uid_ukKF4sCANzgmD16fyjMyO7VwR2A2_sid_BhiSjyPVnnE8LlbHAvww_1742164812.wav	88.44351397095882	93.0310026382299	"""I have a spare pair in my bag!"" she said."		False	False	False	75324	2nd Grade	air, are, ear /air/	Zade playing basketball	Low Frequency Spellings	200.0	BhiSjyPVnnE8LlbHAvww	"Zade loved playing basketball. Each day, he would wear his gear and head to the court near his home. The air was fresh, and Zade felt eager. One sunny day, he was determined to perfect his jump shot. He took a deep breath, focused, and leapt into the air. The ball soared and went through the hoop without touching the rim. The cheer from his friends was loud and filled Zade with pride. But during practice, he took a hard fall and tore his sneaker. His friends were there to help and show they care. Zade sat on the bench with a small tear in his eye, thinking his day was over. However, his friend Clare came to him with a sly smile. ""I have a spare pair in my bag!"" she said. Zade was thrilled. He laced up the new sneakers and returned to the game with flair. By the end of the day, Zade's team won. As they left the court, Zade felt a sense of joy. He learned that friendship and care make any tough time easier to bear."	2025-03-16	images/story/img-5ws2N12jDfYWR0LpaCfrhP3S.png	ukKF4sCANzgmD16fyjMyO7VwR2A2	4.587488667271074
188964182	uid_ukKF4sCANzgmD16fyjMyO7VwR2A2_sid_BhiSjyPVnnE8LlbHAvww_1742164812.wav	94.92483423853757	96.58060529371255	Zade was thrilled.		False	False	False	75324	2nd Grade	air, are, ear /air/	Zade playing basketball	Low Frequency Spellings	200.0	BhiSjyPVnnE8LlbHAvww	"Zade loved playing basketball. Each day, he would wear his gear and head to the court near his home. The air was fresh, and Zade felt eager. One sunny day, he was determined to perfect his jump shot. He took a deep breath, focused, and leapt into the air. The ball soared and went through the hoop without touching the rim. The cheer from his friends was loud and filled Zade with pride. But during practice, he took a hard fall and tore his sneaker. His friends were there to help and show they care. Zade sat on the bench with a small tear in his eye, thinking his day was over. However, his friend Clare came to him with a sly smile. ""I have a spare pair in my bag!"" she said. Zade was thrilled. He laced up the new sneakers and returned to the game with flair. By the end of the day, Zade's team won. As they left the court, Zade felt a sense of joy. He learned that friendship and care make any tough time easier to bear."	2025-03-16	images/story/img-5ws2N12jDfYWR0LpaCfrhP3S.png	ukKF4sCANzgmD16fyjMyO7VwR2A2	1.6557710551749807
188964182	uid_ukKF4sCANzgmD16fyjMyO7VwR2A2_sid_BhiSjyPVnnE8LlbHAvww_1742164812.wav	96.68515268599987	105.29836620034807	He laced up the new sneakers and returned to the game with flair.		False	False	False	75324	2nd Grade	air, are, ear /air/	Zade playing basketball	Low Frequency Spellings	200.0	BhiSjyPVnnE8LlbHAvww	"Zade loved playing basketball. Each day, he would wear his gear and head to the court near his home. The air was fresh, and Zade felt eager. One sunny day, he was determined to perfect his jump shot. He took a deep breath, focused, and leapt into the air. The ball soared and went through the hoop without touching the rim. The cheer from his friends was loud and filled Zade with pride. But during practice, he took a hard fall and tore his sneaker. His friends were there to help and show they care. Zade sat on the bench with a small tear in his eye, thinking his day was over. However, his friend Clare came to him with a sly smile. ""I have a spare pair in my bag!"" she said. Zade was thrilled. He laced up the new sneakers and returned to the game with flair. By the end of the day, Zade's team won. As they left the court, Zade felt a sense of joy. He learned that friendship and care make any tough time easier to bear."	2025-03-16	images/story/img-5ws2N12jDfYWR0LpaCfrhP3S.png	ukKF4sCANzgmD16fyjMyO7VwR2A2	8.613213514348203
188964182	uid_ukKF4sCANzgmD16fyjMyO7VwR2A2_sid_BhiSjyPVnnE8LlbHAvww_1742164812.wav	105.31028206894227	108.7607821805838	By the end of the day, Zade's team won.		False	True	False	75324	2nd Grade	air, are, ear /air/	Zade playing basketball	Low Frequency Spellings	200.0	BhiSjyPVnnE8LlbHAvww	"Zade loved playing basketball. Each day, he would wear his gear and head to the court near his home. The air was fresh, and Zade felt eager. One sunny day, he was determined to perfect his jump shot. He took a deep breath, focused, and leapt into the air. The ball soared and went through the hoop without touching the rim. The cheer from his friends was loud and filled Zade with pride. But during practice, he took a hard fall and tore his sneaker. His friends were there to help and show they care. Zade sat on the bench with a small tear in his eye, thinking his day was over. However, his friend Clare came to him with a sly smile. ""I have a spare pair in my bag!"" she said. Zade was thrilled. He laced up the new sneakers and returned to the game with flair. By the end of the day, Zade's team won. As they left the court, Zade felt a sense of joy. He learned that friendship and care make any tough time easier to bear."	2025-03-16	images/story/img-5ws2N12jDfYWR0LpaCfrhP3S.png	ukKF4sCANzgmD16fyjMyO7VwR2A2	3.4505001116415315
188964182	uid_ukKF4sCANzgmD16fyjMyO7VwR2A2_sid_BhiSjyPVnnE8LlbHAvww_1742164812.wav	108.77834197443167	114.21655562579191	As they left the court, Zade felt a sense of joy.		False	True	False	75324	2nd Grade	air, are, ear /air/	Zade playing basketball	Low Frequency Spellings	200.0	BhiSjyPVnnE8LlbHAvww	"Zade loved playing basketball. Each day, he would wear his gear and head to the court near his home. The air was fresh, and Zade felt eager. One sunny day, he was determined to perfect his jump shot. He took a deep breath, focused, and leapt into the air. The ball soared and went through the hoop without touching the rim. The cheer from his friends was loud and filled Zade with pride. But during practice, he took a hard fall and tore his sneaker. His friends were there to help and show they care. Zade sat on the bench with a small tear in his eye, thinking his day was over. However, his friend Clare came to him with a sly smile. ""I have a spare pair in my bag!"" she said. Zade was thrilled. He laced up the new sneakers and returned to the game with flair. By the end of the day, Zade's team won. As they left the court, Zade felt a sense of joy. He learned that friendship and care make any tough time easier to bear."	2025-03-16	images/story/img-5ws2N12jDfYWR0LpaCfrhP3S.png	ukKF4sCANzgmD16fyjMyO7VwR2A2	5.438213651360243
188964182	uid_ukKF4sCANzgmD16fyjMyO7VwR2A2_sid_BhiSjyPVnnE8LlbHAvww_1742164812.wav	114.24453401086005	121.55125619975696	He learned that friendship and care make any tough time easier to bear.		False	False	False	75324	2nd Grade	air, are, ear /air/	Zade playing basketball	Low Frequency Spellings	200.0	BhiSjyPVnnE8LlbHAvww	"Zade loved playing basketball. Each day, he would wear his gear and head to the court near his home. The air was fresh, and Zade felt eager. One sunny day, he was determined to perfect his jump shot. He took a deep breath, focused, and leapt into the air. The ball soared and went through the hoop without touching the rim. The cheer from his friends was loud and filled Zade with pride. But during practice, he took a hard fall and tore his sneaker. His friends were there to help and show they care. Zade sat on the bench with a small tear in his eye, thinking his day was over. However, his friend Clare came to him with a sly smile. ""I have a spare pair in my bag!"" she said. Zade was thrilled. He laced up the new sneakers and returned to the game with flair. By the end of the day, Zade's team won. As they left the court, Zade felt a sense of joy. He learned that friendship and care make any tough time easier to bear."	2025-03-16	images/story/img-5ws2N12jDfYWR0LpaCfrhP3S.png	ukKF4sCANzgmD16fyjMyO7VwR2A2	7.306722188896913
188964183	uid_gUfM3yODstSdwltidtEzSlIo0q93_sid_YJYpGQOGORLj0onYXX3W_1742770181.wav	1.7276445223289076	88.97369289993874	Once upon a time, a mouse named Lace found a nice spot to dance.		False	False	False	70585	1st Grade	_ce /s/		VCe	75.0	YJYpGQOGORLj0onYXX3W	"Once upon a time, a mouse named Lace found a nice spot to dance. She pranced and twirled with grace. Her friend, Rice, came to watch. ""You're twice as nice when you dance,"" he said. Lace felt happy and continued to dance while Rice cheered. At the end, they both laughed and shared a piece of cheese. It was a perfect day for Lace and Rice, filled with fun and friendship."	2025-03-23	images/story/img-TF7JBINATKjqAfsoC3ewXOhk.png	gUfM3yODstSdwltidtEzSlIo0q93	87.24604837760984
188964183	uid_gUfM3yODstSdwltidtEzSlIo0q93_sid_YJYpGQOGORLj0onYXX3W_1742770181.wav	88.97369289993874	117.1601427975975	She pranced and twirled with grace.		False	False	False	70585	1st Grade	_ce /s/		VCe	75.0	YJYpGQOGORLj0onYXX3W	"Once upon a time, a mouse named Lace found a nice spot to dance. She pranced and twirled with grace. Her friend, Rice, came to watch. ""You're twice as nice when you dance,"" he said. Lace felt happy and continued to dance while Rice cheered. At the end, they both laughed and shared a piece of cheese. It was a perfect day for Lace and Rice, filled with fun and friendship."	2025-03-23	images/story/img-TF7JBINATKjqAfsoC3ewXOhk.png	gUfM3yODstSdwltidtEzSlIo0q93	28.18644989765876
188964183	uid_gUfM3yODstSdwltidtEzSlIo0q93_sid_YJYpGQOGORLj0onYXX3W_1742770181.wav	124.56317005991423	176.91079908648015	Once upon a time, a mouse named Lace found a nice spot to dance.		False	False	False	70585	1st Grade	_ce /s/		VCe	75.0	YJYpGQOGORLj0onYXX3W	"Once upon a time, a mouse named Lace found a nice spot to dance. She pranced and twirled with grace. Her friend, Rice, came to watch. ""You're twice as nice when you dance,"" he said. Lace felt happy and continued to dance while Rice cheered. At the end, they both laughed and shared a piece of cheese. It was a perfect day for Lace and Rice, filled with fun and friendship."	2025-03-23	images/story/img-TF7JBINATKjqAfsoC3ewXOhk.png	gUfM3yODstSdwltidtEzSlIo0q93	52.347629026565926
188964184	uid_tHP0GvI5hccNGBzYfgE2pkEHXiW2_sid_p6cLdVe7UtbfmSNky9ER_1743455830.wav	0.3821966437281962	6.740535277832291	Sam and Pam plan an adventure.		False	False	False	75324	Kindergarten	Nasalized A (am, an)	four wheeling	Alphabet	100.0	p6cLdVe7UtbfmSNky9ER	"Sam and Pam plan an adventure. They sit in a blue van. The van goes on sand and mud. Sam and Pam grin and clap. ""This is fun!"" says Pam. An ant sits on Sam's hat. Sam and Pam stop and look. ""An ant!"" says Sam. Sam and Pam laugh, then continue the fun ride on the sand."	2025-03-31	images/story/img-AFu5EhxVtpn0k56wLj5pUyS4.png	tHP0GvI5hccNGBzYfgE2pkEHXiW2	6.358338634104094
188964184	uid_tHP0GvI5hccNGBzYfgE2pkEHXiW2_sid_p6cLdVe7UtbfmSNky9ER_1743455830.wav	7.009382056093561	22.38291931097008	They sit in a blue van.		False	False	False	75324	Kindergarten	Nasalized A (am, an)	four wheeling	Alphabet	100.0	p6cLdVe7UtbfmSNky9ER	"Sam and Pam plan an adventure. They sit in a blue van. The van goes on sand and mud. Sam and Pam grin and clap. ""This is fun!"" says Pam. An ant sits on Sam's hat. Sam and Pam stop and look. ""An ant!"" says Sam. Sam and Pam laugh, then continue the fun ride on the sand."	2025-03-31	images/story/img-AFu5EhxVtpn0k56wLj5pUyS4.png	tHP0GvI5hccNGBzYfgE2pkEHXiW2	15.37353725487652
188964184	uid_tHP0GvI5hccNGBzYfgE2pkEHXiW2_sid_p6cLdVe7UtbfmSNky9ER_1743455830.wav	24.75893985666024	38.169552772808586	The van goes on sand and mud.		False	False	False	75324	Kindergarten	Nasalized A (am, an)	four wheeling	Alphabet	100.0	p6cLdVe7UtbfmSNky9ER	"Sam and Pam plan an adventure. They sit in a blue van. The van goes on sand and mud. Sam and Pam grin and clap. ""This is fun!"" says Pam. An ant sits on Sam's hat. Sam and Pam stop and look. ""An ant!"" says Sam. Sam and Pam laugh, then continue the fun ride on the sand."	2025-03-31	images/story/img-AFu5EhxVtpn0k56wLj5pUyS4.png	tHP0GvI5hccNGBzYfgE2pkEHXiW2	13.410612916148345
188964184	uid_tHP0GvI5hccNGBzYfgE2pkEHXiW2_sid_p6cLdVe7UtbfmSNky9ER_1743455830.wav	38.3613595706619	51.079267731362016	Sam and Pam grin and clap.		False	False	False	75324	Kindergarten	Nasalized A (am, an)	four wheeling	Alphabet	100.0	p6cLdVe7UtbfmSNky9ER	"Sam and Pam plan an adventure. They sit in a blue van. The van goes on sand and mud. Sam and Pam grin and clap. ""This is fun!"" says Pam. An ant sits on Sam's hat. Sam and Pam stop and look. ""An ant!"" says Sam. Sam and Pam laugh, then continue the fun ride on the sand."	2025-03-31	images/story/img-AFu5EhxVtpn0k56wLj5pUyS4.png	tHP0GvI5hccNGBzYfgE2pkEHXiW2	12.71790816070012
