Path,Transcript,goldStandard
"/Users/liu.ying/University of Florida/Leite,Walter - Storiza Corpus Spring 2025/Storiza_Participant_Recording_05-30-25/uid_WU2CHNrkg8hTa41RUFdbv0AtTC42_sid_9JaVWFblrYlOX7TNJfzJ_1741134609.wav",In a faraway land brave Ray was known for his amazing cape Each day Ray would train save the day Today he said I will make a plan to help Ray's friend Jay join ɪ.ɪn eager to play and aid They set out to find ways to keep the town safe Way up high they spotted a f:ɹeɪ s:wiftly they f:lu: to f:ɪks the dismay baɪ: deɪ:z end peace was restored The town cheered and waved as Ray and Jay flew away promising to always return when the town would need to play it safe again,"In a faraway land, brave Ray was known for his amazing cape. Each day, Ray would train to save the day. ""Today,"" he said, ""I will make a plan to help!"" Ray's friend, Jay, joined in, eager to play and aid. They set out to find ways to keep the town safe. Way up high, they spotted a fray. Swiftly, they flew to fix the dismay. By day's end, peace was restored. The town cheered and waved as Ray and Jay flew away, promising to always return when the town would need to play it safe again."
"/Users/liu.ying/University of Florida/Leite,Walter - Storiza Corpus Spring 2025/Storiza_Participant_Recording_05-30-25/uid_4w6SC0KmlKV4YmJTalgWiZalQHi2_sid_WFBJxSGh2uCXWoF0Nr92_1742511762.wav",Once upon a time in a far.|faraway land there lived a group of magical creatures called the Whis.|whistol|lots whistolot wis These creatures had the power to wɪs wɪstəl whistle with their long pointy noses They wɪvd in a bright colorful forest filled with all kinds of trees ən flowers One day a brave wɪs wɪs Whistolot named wɪzli Whizzy set out on a journey to find a rare plant called the Whisperberry This plant was said to have magical powers that could make anyone who ate it able to whistle beautifully Whizzy search high and low brave braving through θ:ɪk bushes and tall trees unay until h:i finally found the Whisperberry plant But as he plucked the berry he notice they they made a funny noise ah a th sound a th sound Amazed by his discovery wɪz:i took the berries back to his vige village and started it shared them with his fellow Whistolots They all They all ate the berries and s: and soon enough they were all able to whistle the with th with a th sound From that day on the Whistolots were known for their un unique unique 'th' whistles and all the other animals and in the forest were amazed They all lived happily ever after whistling with their noses and their mouths,"""Once upon a time, in a faraway land, there lived a group of magical creatures called the 'Whistolots'. These creatures had the power to whistle with their long, pointy noses. They lived in a bright, colorful forest filled with all kinds of trees and flowers. One day, a brave Whistolot named Whizzy set out on a journey to find a rare plant called the 'Whisperberry'. This plant was said to have magical powers that could make anyone who ate it, able to whistle beautifully. Whizzy searched high and low, braving through thick bushes and tall trees until he finally found the Whisperberry plant. But as he plucked the berries, he noticed they made a funny noise - a 'th' sound. Amazed by this discovery, Whizzy took the berries back to his village and shared them with his fellow Whistolots. They all ate the berries and soon enough, they were all able to whistle with a 'th' sound. From that day on, the Whistolots were known for their unique 'th' whistles, and all the other animals in the forest were amazed. They all lived happily ever after, whistling with their noses and their mouths."""
"/Users/liu.ying/University of Florida/Leite,Walter - Storiza Corpus Spring 2025/Storiza_Participant_Recording_05-30-25/uid_tHP0GvI5hccNGBzYfgE2pkEHXiW2_sid_rLPnR4znaTm5MBeGpUC3_1743543079.wav",Sam has a big beɪɡ The bag has a cap and a b...a...t pæt Sam is at the mat The mat is red Sam can sit on the mat A cat is at the mat The cat has a an tan Sam and the cat nap Nap is fun Sam t...a...p...s taps the bat Tap tap tap The cat naps Sam gives the cat a cap The cat is g...l...a...d glad,"Sam has a big bag. The bag has a cap and a bat. Sam is at the mat. The mat is red. Sam can sit on the mat. A cat is at the mat. The cat has a tan. Sam and the cat nap. Nap is fun. Sam taps the bat. Tap, tap, tap! The cat naps. Sam gives the cat a cap. The cat is glad."
"/Users/liu.ying/University of Florida/Leite,Walter - Storiza Corpus Spring 2025/Storiza_Participant_Recording_05-30-25/uid_4w6SC0KmlKV4YmJTalgWiZalQHi2_sid_YEGwiBRYmGj8UEfBKjEL_1742332995.wav",ina small town a nay a cat named Whiskers loved to play One day Whiskers found a hat on a mat The hat was big and flat  hat on the the mat The hat was big and flat Whiskers sat on the h:.hæt dothatagain Whiskers sat in the hat feeling like a king Suddenly a gust of wind blew the hat away Whiskers chased the hat down the street pass a big red van The hat landed on a tall tr The hat landed ɪ.ɪn a tall tree With a quick leap Whiskers climbed the tree and grabbed the hat Happy to have it back Whiskers trotted home and place the hat on the mat It was the perfect spot for a cozy nap Good job (goojob),"In a small town, a cat named Whiskers loved to play. One day, Whiskers found a hat on the mat. The hat was big and flat. One day, Whiskers found a hat on the mat. The hat was big and flat. Whiskers sat in the hat, feeling like a king. Suddenly, a gust of wind blew the hat away! Whiskers chased the hat down the street, past a big red van. The hat landed in a tall tree. With a quick leap, Whiskers climbed the tree and grabbed the hat. Happy to have it back, Whiskers trotted home and placed the hat on the mat. It was the perfect spot for a cozy nap."
"/Users/liu.ying/University of Florida/Leite,Walter - Storiza Corpus Spring 2025/Storiza_Participant_Recording_05-30-25/uid_H7rAk5StNLc0VysmHcZQZTQFpBx2_sid_hKhEKuriIzZEkkdDTX5X_1742907257.wav",Ella the Elephant loved to explore One sunny day she found a shiny red shell by the shore She picked it up and heard a soft whisper Help me said a tiny voice Ella looked closer nsaw uhlittle crab trapped inside With gentle k:ɛɚ Ella helped the crab wiggle free The crab smiled and said Thank you Ella I will never forget your kindness Ella waved goodbye and continued her adventure feeling happy she could help From that day on Ella and the crab became the best best of friends ɪksploɪŋ the shore together every day,"Ella the Elephant loved to explore. One sunny day, she found a shiny red shell by the shore. She picked it up and heard a soft whisper. ""Help me,"" said a tiny voice. Ella looked closer and saw a little crab trapped inside. With gentle care, Ella helped the crab wiggle free. The crab smiled and said, ""Thank you, Ella! I will never forget your kindness."" Ella waved goodbye and continued her adventure, feeling happy she could help. From that day on, Ella and the crab became the best of friends, exploring the shore together every day."
"/Users/liu.ying/University of Florida/Leite,Walter - Storiza Corpus Spring 2025/Storiza_Participant_Recording_05-30-25/uid_HGLxgWVfJZWhAsqMf761d40h3eQ2_sid_DmEr4pqsDFri8xozTdsS_1743276724.wav",Jake and Kate had a wake weɪs They wæn past the ɡeɪ.t and a lɑdʒ lake dʒæk was fast but Kate was f:  sound it out (sounitout) f:|a f|ay|s|t|er fayster faster She m:.may made in t read little louder She made it to the safe place fɜwst aɪ: now read a little louder keɪ:|t said with a big smile Jake Jack it's okay keep going  you can skip that word if you need to eə:nd a and g|a:|ve gave theiw (attempted their) hɜw a high five,"Jake and Kate had a race. They ran past the gate and a large lake. Jake was fast, but Kate was faster. She made it to the safe place first. ""I won!"" Kate said with a big smile. Jake laughed and gave her a high five."
"/Users/liu.ying/University of Florida/Leite,Walter - Storiza Corpus Spring 2025/Storiza_Participant_Recording_05-30-25/uid_CanxAhhjiePs6niCtdVzPqVIzXt1_sid_bVQ0d0KM1E5YVtD60k0Q_1742072744.wav",Timmy love solving puzzles One sunny day he entered a cubing competition at the local park The buzz of excitement filled the ɛw as kids gathered with ðɛw kʌlfəl cubes Timmy practice hard twisting and tɝnɪŋ.ɪŋ his cube with s:.kɪl The timer beep and the competition began hi: focus his fingers m.uvɪŋ swiftly Soon he heard a cheer it was his cube pɜfɪktli solve Timmy grin pwaʊd of his s:|peedy success At the end of the day he won a shiny blue trophy tɪm.iz heart was full of joy knowing his hɑd work and practice paid off,"Timmy loved solving puzzles. One sunny day, he entered a cubing competition at the local park. The buzz of excitement filled the air as kids gathered with their colorful cubes. Timmy practiced hard, twisting and turning his cube with skill. The timer beeped, and the competition began. He focused, his fingers moving swiftly. Soon, he heard a cheer—it was his cube, perfectly solved! Timmy grinned, proud of his speedy success. At the end of the day, he won a shiny blue trophy. Timmy's heart was full of joy, knowing his hard work and practice paid off."
"/Users/liu.ying/University of Florida/Leite,Walter - Storiza Corpus Spring 2025/Storiza_Participant_Recording_05-30-25/uid_gUfM3yODstSdwltidtEzSlIo0q93_sid_cUohhv5ng1lLHzPTf1Oq_1743206693.wav",Jess has a box of dresses Each dress has a lot of klɚz on dress is is red dress is is blue dress lʌ:vz pull|ing pleɪ.pleɪɪŋ with the dr|ess:|ess|es dresses ʃ:i dresses up hɝ: dɑl:z dolls in the pɹɛti k|ul|ch klɔtʃɪz When down J...ess Jess p...ut...s puts the dresses back in the box Then ʃiɹ restes ɹɛstɪz wɪ.wɪθ a s.smaɪl,"Jess has a box of dresses. Each dress has a lot of colors. One dress is red, another dress is blue. Jess loves playing with the dresses. She dresses up her dolls in the pretty clothes. When done, Jess puts the dresses back in the box. Then, she rests with a smile."
"/Users/liu.ying/University of Florida/Leite,Walter - Storiza Corpus Spring 2025/Storiza_Participant_Recording_05-30-25/uid_8AhIEcEU81Sn83Fyb0gnFvpiNij2_sid_5MQZoq9AQEsDcN4s2Te5_1742342125.wav","One day a cat named Ted dashed through the j.ɑɹd Ted loved to play and jumped over lɔ:ɡz Then Ted stopped a red bird and rass raced after it Ted's f:ɹɛnd n.nɛd joined in the the chase They spt.sprinted until they s:.s:|kid to a stop The birds The bird h:æd fl.fl.fl:|lɛd flied tɚ| terrr Tried they ˈɹɛθsɪd Target: ""under"" (ˈʌndɚ) -> ""un..Der"" (ʌnˈdɚ) → stress on ""DER"" the shed contenden Contenten, parental_aid -> ""mm hm""  and hafy","One day, a cat named Ted dashed through the yard. Ted loved to play and jumped over logs. Then, Ted spotted a red bird and raced after it. Ted's friend, Ned, joined in the chase. They sprinted until they skidded to a stop. The bird had fled. Tired, they rested under the shade, contented and happy."
"/Users/liu.ying/University of Florida/Leite,Walter - Storiza Corpus Spring 2025/Storiza_Participant_Recording_05-30-25/uid_FUCVnaPJeyV5kzao6jmObtdzLUE2_sid_uEGWjuJKqljXyeCQVcjs_1742905123.wav","Billy woke up cheerfully He was quickly drawn to sound of chirping birds outside his window eg eeg Eeg|ly Eagerly he laced on his ʃuθ and decided to explore the garden ""Got it""?  flowers  blooming the wind was blowing Billy slowly moved trying not to get scared it away After a while the rabbit Opened Up but Target: ""Not"" (nɒt) -> ""Naut"" (nɔt) before Target: ""Leaving"" (livɪŋ) -> ""Leavin"" (ˈliːvɪn) behind Storay  day is full of journeys  surprises quickly ","Billy woke up cheerfully. He was quickly drawn to the sound of chirping birds outside his window. Eagerly, he laced his shoes and decided to explore the garden. The flowers were blooming beautifully, and Billy noticed a small butterfly dancing gracefully in the air. Billy moved slowly, trying not to scare it away. After a while, the rabbit hopped away but not before leaving behind a story for the day: nature is full of gentle surprises, if you listen quietly."
"/Users/liu.ying/University of Florida/Leite,Walter - Storiza Corpus Spring 2025/Storiza_Participant_Recording_05-30-25/uid_22lbfrTq0OP1g1mwv7RZwXUl6eW2_sid_qg1jtaFG5XEfPNYgcLP8_1742503280.wav",In the bright land of Minecraft Steve woke up to the sun's sign He woah wanted to build a great castle fɝs Steve mine and mine collecting stone and wood Then he crafted each block with care and place them high Soon a tall tower touched the sky But oh no A creeper came by Ssssss it hih|ss Steve  ran fast heart pounding with fright Boom The creeper exploded but Steve's  castle stood Shrang With a smile wide Steve knew he was safe He added a moat just in case As the stairs twinkled Steve whispered Good night Minecraft world,"In the bright land of Minecraft, Steve woke up to the sun's shine. He wanted to build a great castle. First, Steve mined and mined, collecting stone and wood. Then, he crafted each block with care and placed them high. Soon, a tall tower touched the sky. But, oh no! A creeper came by. ""Ssssss,"" it hissed. Steve ran fast, heart pounding with fright. Boom! The creeper exploded, but Steve's castle stood strong. With a smile wide, Steve knew he was safe. He added a moat, just in case. As the stars twinkled, Steve whispered, ""Good night, Minecraft world."""
"/Users/liu.ying/University of Florida/Leite,Walter - Storiza Corpus Spring 2025/Storiza_Participant_Recording_05-30-25/uid_u2hytH2KWIS6ewdShfEZisygqIo2_sid_RxGwyd4cqfpuxwAp2VR4_1741140582.wav","Jess lives by a s: the sea and loves shell The She collects shells with her nɛ.t One day Target: ""Jess"" (dʒɛs) -> ""Jez"" (dʒɛz) finds a nə. nest of eggs by the shore Gently she watch the waves ɛəw hopes for the little bird arrive Each day Jess visited the nest to ɪz. Ershore Make sure it is safe Finally baby birds hatch an flap their winks Jess smile knowing her qu...ih  The sea is call  sea I mean Jess feels at pl|ace","Jess lives by the sea and loves shells. She collects shells with her net. One day, Jess finds a nest of eggs by the shore. Gently, she watches the waves and hopes for the little birds' arrival. Each day, Jess visits the nest to ensure it is safe. Finally, baby birds hatch and flap their wings. Jess smiles, knowing her quiet care helps. The sea is calm, and Jess feels at peace."
"/Users/liu.ying/University of Florida/Leite,Walter - Storiza Corpus Spring 2025/Storiza_Participant_Recording_05-30-25/uid_u2hytH2KWIS6ewdShfEZisygqIo2_sid_JWzwJL0aqbRtvTCiTdCm_1743194311.wav","Princess Starshine lived in a castle wɪs sunflowers ith'a sunflower garden She love to play with her her pet dragonfly One sunny Target: morning ˈmɔɹnɪŋ -> ""monay"" (ˈmɑneɪ) she p:ʊt on her raincoat  for a walk in her backyard She saw a rainbow and found a ladybug on a sunflower The ladybug whispered Friendship is magical Princess Starshine went went home with a smile knowing her garden hɛlə delightful su...prise every day","Princess Starshine lived in a castle with a sunflower garden. She loved to play with her pet dragonfly. One sunny morning, she put on her raincoat and went for a walk in her backyard. She saw a rainbow and found a ladybug on a sunflower. The ladybug whispered, ""Friendship is magical!"" Princess Starshine returned home with a smile, knowing her garden held delightful surprises every day."
"/Users/liu.ying/University of Florida/Leite,Walter - Storiza Corpus Spring 2025/Storiza_Participant_Recording_05-30-25/uid_ZegJLYO9QiacSJTQWx7CWauRcQr1_sid_IP7PfaQTWmDEPd4AN0QI_1742611439.wav","In a dark In a dark vast space a brave mouse named Chase found a shiny case Inside the case was a map to əm a magical eɪ mædʒɪkəl place hidden in the stars Chase hops into a small ʌm fast spaceship ready to race through space As he zoom past planets he saw a bright face ʌm in the moon guiding this way At last Chase əm reashe reshearched the place a planet f|um|f:ull of cheese He danced with grace ni..nimb...nimbling ʌm happily When the day was ʌm was done Target: ""chase"" (tʃeɪs) -> ""Chaf"" (tʃeɪf) flew back Target: ""Home"" (hoʊm) -> ""Hame"" (heɪm) his heart full of ""j-um"" joy dreaming of his nek space adventure","In a dark, vast space, a brave mouse named Chase found a shiny case. Inside the case was a map to a magical place, hidden in the stars. Chase hopped into a small, fast spaceship, ready to race through space. As he zoomed past planets, he saw a bright face in the moon, guiding his way. At last, Chase reached the place, a planet full of cheese! He danced with grace, nibbling happily. When the day was done, Chase flew back home, his heart full of joy, dreaming of his next space adventure."
"/Users/liu.ying/University of Florida/Leite,Walter - Storiza Corpus Spring 2025/Storiza_Participant_Recording_05-30-25/uid_EOwDjm2STZfXSXQJzWXadFRGRzn1_sid_WEYdsWeS5fhAJrS4XVw0_1743029787.wav","Once upon a time a boy named Roy found a toy bot He kʊk joy in watching it suh|sail The bɑt made the noise when wind was where he high hih and raw Roy loved that sound One day the Target: boat: boʊt -> ""Bot"" (bɑt) differed away Roy was sad but then stopped it wʌ ɪt on the it on sad but then Roy was sad but then stopped it on the shore Overjoy he Ryved his Target: Beloved bɪlʌvɪd -> ""Belove"" (bɪlʌv) Loved beloved toy v|a|ow|ing  vowing vowing to never let it go again","Once upon a time, a boy named Roy found a toy boat. He took joy in watching it sail. The boat made a noise when winds were high, and Roy loved that sound. One day, the boat drifted away. Roy was sad but then spotted it on the shore. Roy was sad but then spotted it on the shore. Overjoyed, he retrieved his beloved toy, vowing to never let it go again."
"/Users/liu.ying/University of Florida/Leite,Walter - Storiza Corpus Spring 2025/Storiza_Participant_Recording_05-30-25/uid_EfKQNmht2ebtDnNadrezErlhcDF3_sid_WbzHVYfLznidwbd3NQZn_1743544365.wav","Sam and Tim ran to the big field The sun was high and the grass was soft Let's play said Tim with a grin he kicked the bə.bɹaɪt red ball back and forth Sam fell but he laughed Tim helped him up They had fun in the sun Time to rest said Sam They both sat under the big oak tree ""the"" as in ""they"" That was fun said Tim The wind was cool and the grass felt nice Soon they saw the sky turn red at the sun set Let's play again tomorrow promise Sam ð.ðə day closed with smiles","Sam and Tim ran to the big field. The sun was high, and the grass was soft. ""Let's play!"" said Tim with a grin. They kicked the bright red ball back and forth. Sam fell, but he laughed. Tim helped him up. They had fun in the sun. ""Time to rest,"" said Sam. They both sat under the big oak tree. ""That was fun,"" said Tim. The wind was cool, and the grass felt nice. Soon, they saw the sky turn red as the sun set. ""Let's play again tomorrow,"" promised Sam. The day closed with smiles."
