task_id,annotator,start,end,intended_words,produced_word,IPA,error_category,error_labels,comments,goldStandard,original_audio_name,actual_production,actual_ipa
,,2.8311192476495473,3.1406646642013247,his,,[],Correct,[],,"As he started his car, it made a soft whirr.",uid_IGe7nmfoeKQG1oyWJEMIv6KIP5Q2_sid_OJ3hCvb3pokTxqbvhJuh_1742508917.wav,his,hɪz
,,3.1476954720123675,3.5971564107707787,car,,[],Correct,[],,"As he started his car, it made a soft whirr.",uid_IGe7nmfoeKQG1oyWJEMIv6KIP5Q2_sid_OJ3hCvb3pokTxqbvhJuh_1742508917.wav,car,kɑɹ
,,3.9133441141760983,4.264785211808418,it,,[],Correct,[],,"As he started his car, it made a soft whirr.",uid_IGe7nmfoeKQG1oyWJEMIv6KIP5Q2_sid_OJ3hCvb3pokTxqbvhJuh_1742508917.wav,it,ʌt
,,4.273061929066477,4.672029456699924,made,,[],Correct,[],,"As he started his car, it made a soft whirr.",uid_IGe7nmfoeKQG1oyWJEMIv6KIP5Q2_sid_OJ3hCvb3pokTxqbvhJuh_1742508917.wav,made,meɪd
,,4.687464369771613,5.127378463163989,a,,[],Correct,[],,"As he started his car, it made a soft whirr.",uid_IGe7nmfoeKQG1oyWJEMIv6KIP5Q2_sid_OJ3hCvb3pokTxqbvhJuh_1742508917.wav,a,ʌ
,,5.607106740085334,6.401096394686026,soft,,[],Correct,[],,"As he started his car, it made a soft whirr.",uid_IGe7nmfoeKQG1oyWJEMIv6KIP5Q2_sid_OJ3hCvb3pokTxqbvhJuh_1742508917.wav,soft,sɔft
,,7.360514620074433,7.897926288683072,whirr,,[],Correct,[],,"As he started his car, it made a soft whirr.",uid_IGe7nmfoeKQG1oyWJEMIv6KIP5Q2_sid_OJ3hCvb3pokTxqbvhJuh_1742508917.wav,whirr,wər
,,1.231428839160839,1.9383602097902097,The,,[],Correct,[],,The engines of many cars trembled with excitement.,uid_IGe7nmfoeKQG1oyWJEMIv6KIP5Q2_sid_OJ3hCvb3pokTxqbvhJuh_1742508917.wav,The,ðɪ
,,3.0440995125054617,4.226432579362209,engines,,[],Correct,[],,The engines of many cars trembled with excitement.,uid_IGe7nmfoeKQG1oyWJEMIv6KIP5Q2_sid_OJ3hCvb3pokTxqbvhJuh_1742508917.wav,engines,ˈɛndʒʌnz
,,7.056012667112072,7.660994926859069,of,,[],Correct,[],,The engines of many cars trembled with excitement.,uid_IGe7nmfoeKQG1oyWJEMIv6KIP5Q2_sid_OJ3hCvb3pokTxqbvhJuh_1742508917.wav,of,ʌ
,,7.971457160957552,8.899899165210597,many,,[],Correct,[],,The engines of many cars trembled with excitement.,uid_IGe7nmfoeKQG1oyWJEMIv6KIP5Q2_sid_OJ3hCvb3pokTxqbvhJuh_1742508917.wav,many,mɪni
,,9.049737866523195,9.806833817188148,cars,,[],Correct,[],,The engines of many cars trembled with excitement.,uid_IGe7nmfoeKQG1oyWJEMIv6KIP5Q2_sid_OJ3hCvb3pokTxqbvhJuh_1742508917.wav,cars,kɑɹz
,,10.926246791162145,12.688248650175428,trembled,,['tɹɛ.tɹɛmbəld'],Disfluency Error,['Stutter'],,The engines of many cars trembled with excitement.,uid_IGe7nmfoeKQG1oyWJEMIv6KIP5Q2_sid_OJ3hCvb3pokTxqbvhJuh_1742508917.wav,tɹɛ.tɹɛmbəld,tɹɛ.tɹɛmbəld
,,12.74059303704507,13.333300108169148,with,,[],Correct,[],,The engines of many cars trembled with excitement.,uid_IGe7nmfoeKQG1oyWJEMIv6KIP5Q2_sid_OJ3hCvb3pokTxqbvhJuh_1742508917.wav,with,wɪð
,,13.887780797202797,19.83968685314685,,,[],Unintelligible,[],,The engines of many cars trembled with excitement.,uid_IGe7nmfoeKQG1oyWJEMIv6KIP5Q2_sid_OJ3hCvb3pokTxqbvhJuh_1742508917.wav,,
,,19.953708041958038,21.55000468531468,excitement,,[],Correct,[],,The engines of many cars trembled with excitement.,uid_IGe7nmfoeKQG1oyWJEMIv6KIP5Q2_sid_OJ3hCvb3pokTxqbvhJuh_1742508917.wav,excitement,ɪksaɪtmʌnt
,,1.0907989357818981,2.3270779731262965,Finn,Fill,['fɪl'],Mixed Error+Phonological+Disfluency Error,"['Consonant Substitution', 'Repair']",,Finn felt a flutter of thrill inside him.,uid_IGe7nmfoeKQG1oyWJEMIv6KIP5Q2_sid_OJ3hCvb3pokTxqbvhJuh_1742508917.wav,Fill,fɪl
,,2.4336467854463377,4.100674114032299,,,[],Unintelligible,[],,Finn felt a flutter of thrill inside him.,uid_IGe7nmfoeKQG1oyWJEMIv6KIP5Q2_sid_OJ3hCvb3pokTxqbvhJuh_1742508917.wav,,
,,4.2330081556989105,4.773880234537084,,,['noʊ'],Disfluency Error,['Interjection'],,Finn felt a flutter of thrill inside him.,uid_IGe7nmfoeKQG1oyWJEMIv6KIP5Q2_sid_OJ3hCvb3pokTxqbvhJuh_1742508917.wav,noʊ,noʊ
,,4.846900631230376,5.58747123719584,Finn,,[],Correct,[],,Finn felt a flutter of thrill inside him.,uid_IGe7nmfoeKQG1oyWJEMIv6KIP5Q2_sid_OJ3hCvb3pokTxqbvhJuh_1742508917.wav,Finn,fɪn
,,7.942017745567447,9.033384954358656,felt,,[],Correct,[],,Finn felt a flutter of thrill inside him.,uid_IGe7nmfoeKQG1oyWJEMIv6KIP5Q2_sid_OJ3hCvb3pokTxqbvhJuh_1742508917.wav,felt,fɛlt
,,9.095437265453297,9.913962672046702,a,,[],Correct,[],,Finn felt a flutter of thrill inside him.,uid_IGe7nmfoeKQG1oyWJEMIv6KIP5Q2_sid_OJ3hCvb3pokTxqbvhJuh_1742508917.wav,a,ʌ
,,14.396363708153453,15.721595318828493,flutter,,[],Correct,[],,Finn felt a flutter of thrill inside him.,uid_IGe7nmfoeKQG1oyWJEMIv6KIP5Q2_sid_OJ3hCvb3pokTxqbvhJuh_1742508917.wav,flutter,flʌtər
,,16.150346722282183,17.202736530759417,of,,[],Correct,[],,Finn felt a flutter of thrill inside him.,uid_IGe7nmfoeKQG1oyWJEMIv6KIP5Q2_sid_OJ3hCvb3pokTxqbvhJuh_1742508917.wav,of,ʌ
,,18.311546207075068,20.009800142071757,thrill,thorough,['θɜɹoʊ'],Mixed Error+Orthographic Sub.+Phonological+Disfluency Error,"['Unrelated', 'Consonant Substitution', 'Vowel Substitution', 'Repair']",,Finn felt a flutter of thrill inside him.,uid_IGe7nmfoeKQG1oyWJEMIv6KIP5Q2_sid_OJ3hCvb3pokTxqbvhJuh_1742508917.wav,thorough,θɜɹoʊ
,,20.6754101107051,22.156551322636027,thrill,,[],Correct,[],,Finn felt a flutter of thrill inside him.,uid_IGe7nmfoeKQG1oyWJEMIv6KIP5Q2_sid_OJ3hCvb3pokTxqbvhJuh_1742508917.wav,thrill,θɹɪl
,,22.542640373773548,23.123240517414317,inside,,[],Correct,[],,Finn felt a flutter of thrill inside him.,uid_IGe7nmfoeKQG1oyWJEMIv6KIP5Q2_sid_OJ3hCvb3pokTxqbvhJuh_1742508917.wav,inside,ɪnsaɪd
,,23.125757496951536,23.4497193606537,him,,[],Correct,[],,Finn felt a flutter of thrill inside him.,uid_IGe7nmfoeKQG1oyWJEMIv6KIP5Q2_sid_OJ3hCvb3pokTxqbvhJuh_1742508917.wav,him,ʌm
,,1.0102595883497403,1.4139240614334472,With,,[],Correct,[],,"With the starting flag up, Finn surged forward.",uid_IGe7nmfoeKQG1oyWJEMIv6KIP5Q2_sid_OJ3hCvb3pokTxqbvhJuh_1742508917.wav,With,wɪð
,,1.4266621160409558,1.9868343955983796,the,,[],Correct,[],,"With the starting flag up, Finn surged forward.",uid_IGe7nmfoeKQG1oyWJEMIv6KIP5Q2_sid_OJ3hCvb3pokTxqbvhJuh_1742508917.wav,the,ðɪ
,,2.636777303754266,3.401060580204778,starting,,[],Correct,[],,"With the starting flag up, Finn surged forward.",uid_IGe7nmfoeKQG1oyWJEMIv6KIP5Q2_sid_OJ3hCvb3pokTxqbvhJuh_1742508917.wav,starting,stɑɹtɪŋ
,,3.5844309557164156,4.074694996519018,flag,,[],Correct,[],,"With the starting flag up, Finn surged forward.",uid_IGe7nmfoeKQG1oyWJEMIv6KIP5Q2_sid_OJ3hCvb3pokTxqbvhJuh_1742508917.wav,flag,flæg
,,4.088915529010239,4.46147610451703,up,,[],Correct,[],,"With the starting flag up, Finn surged forward.",uid_IGe7nmfoeKQG1oyWJEMIv6KIP5Q2_sid_OJ3hCvb3pokTxqbvhJuh_1742508917.wav,up,ʌp
,,4.465429378873598,5.006055460750853,Finn,,['fɪl'],Phonological Error,['Consonant Substitution'],,"With the starting flag up, Finn surged forward.",uid_IGe7nmfoeKQG1oyWJEMIv6KIP5Q2_sid_OJ3hCvb3pokTxqbvhJuh_1742508917.wav,fɪl,fɪl
,,11.077468038759667,11.592123852127335,surged,started,['stɑɹɾɪd'],Mixed Error+Orthographic Sub.+Phonological,"['Contextual', 'Consonant Substitution', 'Vowel Substitution']",,"With the starting flag up, Finn surged forward.",uid_IGe7nmfoeKQG1oyWJEMIv6KIP5Q2_sid_OJ3hCvb3pokTxqbvhJuh_1742508917.wav,started,stɑɹɾɪd
,,11.59617314454471,12.233075874920138,forward,,[],Correct,[],,"With the starting flag up, Finn surged forward.",uid_IGe7nmfoeKQG1oyWJEMIv6KIP5Q2_sid_OJ3hCvb3pokTxqbvhJuh_1742508917.wav,forward,fɔɹʌɹd
,,0,0.6994254732041049,The,,[],Correct,[],,The sound of the rushing air made a humming melody.,uid_IGe7nmfoeKQG1oyWJEMIv6KIP5Q2_sid_OJ3hCvb3pokTxqbvhJuh_1742508917.wav,The,ðɪ
,,1.1390643420752566,2.0930598356104597,sound,,[],Correct,[],,The sound of the rushing air made a humming melody.,uid_IGe7nmfoeKQG1oyWJEMIv6KIP5Q2_sid_OJ3hCvb3pokTxqbvhJuh_1742508917.wav,sound,saʊnd
,,2.298112269099202,2.717767553021665,of,,[],Correct,[],,The sound of the rushing air made a humming melody.,uid_IGe7nmfoeKQG1oyWJEMIv6KIP5Q2_sid_OJ3hCvb3pokTxqbvhJuh_1742508917.wav,of,ʌ
,,2.747069749437196,3.197373591790194,the,,[],Correct,[],,The sound of the rushing air made a humming melody.,uid_IGe7nmfoeKQG1oyWJEMIv6KIP5Q2_sid_OJ3hCvb3pokTxqbvhJuh_1742508917.wav,the,ðɪ
,,3.6168660216345163,4.340011739707241,rushing,,[],Correct,[],,The sound of the rushing air made a humming melody.,uid_IGe7nmfoeKQG1oyWJEMIv6KIP5Q2_sid_OJ3hCvb3pokTxqbvhJuh_1742508917.wav,rushing,ɹʌʃɪŋ
,,4.35570100989255,4.750526556732976,air,,[],Correct,[],,The sound of the rushing air made a humming melody.,uid_IGe7nmfoeKQG1oyWJEMIv6KIP5Q2_sid_OJ3hCvb3pokTxqbvhJuh_1742508917.wav,air,ɛɹ
,,4.762245123191709,5.230987781541074,made,,[],Correct,[],,The sound of the rushing air made a humming melody.,uid_IGe7nmfoeKQG1oyWJEMIv6KIP5Q2_sid_OJ3hCvb3pokTxqbvhJuh_1742508917.wav,made,meɪd
,,6.214445935885604,6.708931066638894,a,,[],Correct,[],,The sound of the rushing air made a humming melody.,uid_IGe7nmfoeKQG1oyWJEMIv6KIP5Q2_sid_OJ3hCvb3pokTxqbvhJuh_1742508917.wav,a,ʌ
,,8.061326299031908,8.76892874330734,humming,,[],Correct,[],,The sound of the rushing air made a humming melody.,uid_IGe7nmfoeKQG1oyWJEMIv6KIP5Q2_sid_OJ3hCvb3pokTxqbvhJuh_1742508917.wav,humming,hʌmɪŋ
,,14.570785155859111,15.709102459611538,melody,mullaby,['mʌləbaɪ'],Mixed Error+Phonological+Orthographic Sub.,"['Consonant Substitution', 'Vowel Substitution', 'Contextual']",,The sound of the rushing air made a humming melody.,uid_IGe7nmfoeKQG1oyWJEMIv6KIP5Q2_sid_OJ3hCvb3pokTxqbvhJuh_1742508917.wav,mullaby,mʌləbaɪ
,,2.182664148105626,2.797499119402985,As,,[],Correct,[],,"As Finn approached the Curvy Curve, he remembered to steer with care.",uid_IGe7nmfoeKQG1oyWJEMIv6KIP5Q2_sid_OJ3hCvb3pokTxqbvhJuh_1742508917.wav,As,æz
,,2.851504172051259,3.5585643890432217,Finn,,[],Correct,[],,"As Finn approached the Curvy Curve, he remembered to steer with care.",uid_IGe7nmfoeKQG1oyWJEMIv6KIP5Q2_sid_OJ3hCvb3pokTxqbvhJuh_1742508917.wav,Finn,fɪn
,,5.226097256027555,7.0091186727898975,approached,,['ʌp.əpɹoʊtʃt'],Disfluency Error,['Stutter'],,"As Finn approached the Curvy Curve, he remembered to steer with care.",uid_IGe7nmfoeKQG1oyWJEMIv6KIP5Q2_sid_OJ3hCvb3pokTxqbvhJuh_1742508917.wav,ʌp.əpɹoʊtʃt,ʌp.əpɹoʊtʃt
,,7.685157034168565,8.34739418736234,the,,[],Correct,[],,"As Finn approached the Curvy Curve, he remembered to steer with care.",uid_IGe7nmfoeKQG1oyWJEMIv6KIP5Q2_sid_OJ3hCvb3pokTxqbvhJuh_1742508917.wav,the,ðɪ
,,10.682265528375918,10.823293520118744,the,,['ðə'],Disfluency Error,['Word Repetition'],,"As Finn approached the Curvy Curve, he remembered to steer with care.",uid_IGe7nmfoeKQG1oyWJEMIv6KIP5Q2_sid_OJ3hCvb3pokTxqbvhJuh_1742508917.wav,ðə,ðə
,,10.830956470794508,11.663577256127347,Curvy,,[],Run-on,[],,"As Finn approached the Curvy Curve, he remembered to steer with care.",uid_IGe7nmfoeKQG1oyWJEMIv6KIP5Q2_sid_OJ3hCvb3pokTxqbvhJuh_1742508917.wav,Curvy,kərvi
,,11.954688719817767,12.74760174715262,Curve,,[],Correct,[],,"As Finn approached the Curvy Curve, he remembered to steer with care.",uid_IGe7nmfoeKQG1oyWJEMIv6KIP5Q2_sid_OJ3hCvb3pokTxqbvhJuh_1742508917.wav,Curve,kərv
,,13.022071641230069,13.753991358769932,he,,[],Correct,[],,"As Finn approached the Curvy Curve, he remembered to steer with care.",uid_IGe7nmfoeKQG1oyWJEMIv6KIP5Q2_sid_OJ3hCvb3pokTxqbvhJuh_1742508917.wav,he,hʌ
,,14.058957907744874,15.431307378132118,remembered,,[],Correct,[],,"As Finn approached the Curvy Curve, he remembered to steer with care.",uid_IGe7nmfoeKQG1oyWJEMIv6KIP5Q2_sid_OJ3hCvb3pokTxqbvhJuh_1742508917.wav,remembered,ɹɪmɛmbərd
,,16.041240476082002,16.343277323764593,to,,[],Correct,[],,"As Finn approached the Curvy Curve, he remembered to steer with care.",uid_IGe7nmfoeKQG1oyWJEMIv6KIP5Q2_sid_OJ3hCvb3pokTxqbvhJuh_1742508917.wav,to,toʊ
,,16.35923453056157,16.761550446813708,steer,,[],Correct,[],,"As Finn approached the Curvy Curve, he remembered to steer with care.",uid_IGe7nmfoeKQG1oyWJEMIv6KIP5Q2_sid_OJ3hCvb3pokTxqbvhJuh_1742508917.wav,steer,stɪər
,,16.789147086266016,17.278387390499287,with,,[],Correct,[],,"As Finn approached the Curvy Curve, he remembered to steer with care.",uid_IGe7nmfoeKQG1oyWJEMIv6KIP5Q2_sid_OJ3hCvb3pokTxqbvhJuh_1742508917.wav,with,wɪð
,,21.205984242806768,21.904898963140013,care,car,['kɑɹ'],Mixed Error+Phonological+Orthographic Sub.,"['Vowel Substitution', 'Contextual']",,"As Finn approached the Curvy Curve, he remembered to steer with care.",uid_IGe7nmfoeKQG1oyWJEMIv6KIP5Q2_sid_OJ3hCvb3pokTxqbvhJuh_1742508917.wav,car,kɑɹ
,,0.7596077904328018,1.3335336765375854,His,,[],Correct,[],,"His car turned smoothly like a bird in flight, making him smile with joy.",uid_IGe7nmfoeKQG1oyWJEMIv6KIP5Q2_sid_OJ3hCvb3pokTxqbvhJuh_1742508917.wav,His,hɪz
,,1.4179345421412302,2.042500947608201,car,,[],Correct,[],,"His car turned smoothly like a bird in flight, making him smile with joy.",uid_IGe7nmfoeKQG1oyWJEMIv6KIP5Q2_sid_OJ3hCvb3pokTxqbvhJuh_1742508917.wav,car,kɑɹ
,,2.228182851936219,2.7852285649202737,turned,,[],Correct,[],,"His car turned smoothly like a bird in flight, making him smile with joy.",uid_IGe7nmfoeKQG1oyWJEMIv6KIP5Q2_sid_OJ3hCvb3pokTxqbvhJuh_1742508917.wav,turned,tərnd
,,5.223861244546498,6.278842994259472,smoothly,,[],Correct,[],,"His car turned smoothly like a bird in flight, making him smile with joy.",uid_IGe7nmfoeKQG1oyWJEMIv6KIP5Q2_sid_OJ3hCvb3pokTxqbvhJuh_1742508917.wav,smoothly,smuðli
,,6.397953836969002,6.973653091892383,like,,[],Correct,[],,"His car turned smoothly like a bird in flight, making him smile with joy.",uid_IGe7nmfoeKQG1oyWJEMIv6KIP5Q2_sid_OJ3hCvb3pokTxqbvhJuh_1742508917.wav,like,laɪk
,,6.990844449214724,7.200280904821363,a,,[],Correct,[],,"His car turned smoothly like a bird in flight, making him smile with joy.",uid_IGe7nmfoeKQG1oyWJEMIv6KIP5Q2_sid_OJ3hCvb3pokTxqbvhJuh_1742508917.wav,a,ʌ
,,7.235186980755803,7.697391572439422,bird,,[],Correct,[],,"His car turned smoothly like a bird in flight, making him smile with joy.",uid_IGe7nmfoeKQG1oyWJEMIv6KIP5Q2_sid_OJ3hCvb3pokTxqbvhJuh_1742508917.wav,bird,bʌɹd
,,7.772018355471673,8.193298582266637,in,,[],Correct,[],,"His car turned smoothly like a bird in flight, making him smile with joy.",uid_IGe7nmfoeKQG1oyWJEMIv6KIP5Q2_sid_OJ3hCvb3pokTxqbvhJuh_1742508917.wav,in,ʌn
,,9.093634609817016,9.481212418468383,flight,,[],Correct,[],,"His car turned smoothly like a bird in flight, making him smile with joy.",uid_IGe7nmfoeKQG1oyWJEMIv6KIP5Q2_sid_OJ3hCvb3pokTxqbvhJuh_1742508917.wav,flight,flaɪt
,,9.502454456764855,10.38275210380961,making,,[],Correct,[],,"His car turned smoothly like a bird in flight, making him smile with joy.",uid_IGe7nmfoeKQG1oyWJEMIv6KIP5Q2_sid_OJ3hCvb3pokTxqbvhJuh_1742508917.wav,making,meɪkɪŋ
,,10.735744473044925,11.216324453656474,him,,[],Correct,[],,"His car turned smoothly like a bird in flight, making him smile with joy.",uid_IGe7nmfoeKQG1oyWJEMIv6KIP5Q2_sid_OJ3hCvb3pokTxqbvhJuh_1742508917.wav,him,ʌm
,,11.22276654454939,11.966183833591925,smile,,[],Correct,[],,"His car turned smoothly like a bird in flight, making him smile with joy.",uid_IGe7nmfoeKQG1oyWJEMIv6KIP5Q2_sid_OJ3hCvb3pokTxqbvhJuh_1742508917.wav,smile,smaɪʌl
,,12.057017315182044,12.341757732648944,,,[],Unintelligible,[],,"His car turned smoothly like a bird in flight, making him smile with joy.",uid_IGe7nmfoeKQG1oyWJEMIv6KIP5Q2_sid_OJ3hCvb3pokTxqbvhJuh_1742508917.wav,,
,,12.428081750614021,12.747338245061867,with,,[],Correct,[],,"His car turned smoothly like a bird in flight, making him smile with joy.",uid_IGe7nmfoeKQG1oyWJEMIv6KIP5Q2_sid_OJ3hCvb3pokTxqbvhJuh_1742508917.wav,with,wɪð
,,12.762878993401301,13.252422014255776,joy,,[],Correct,[],,"His car turned smoothly like a bird in flight, making him smile with joy.",uid_IGe7nmfoeKQG1oyWJEMIv6KIP5Q2_sid_OJ3hCvb3pokTxqbvhJuh_1742508917.wav,joy,dʒɔɪ
,,1.2774382468427095,2.122936942594718,Suddenly,,[],Correct,[],,"Suddenly, a sharp bump shook Finn's car.",uid_IGe7nmfoeKQG1oyWJEMIv6KIP5Q2_sid_OJ3hCvb3pokTxqbvhJuh_1742508917.wav,Suddenly,sʌdENli
,,2.1446238147135337,2.396932498797479,a,,[],Correct,[],,"Suddenly, a sharp bump shook Finn's car.",uid_IGe7nmfoeKQG1oyWJEMIv6KIP5Q2_sid_OJ3hCvb3pokTxqbvhJuh_1742508917.wav,a,ʌ
,,2.4010784161415812,2.8180392461770207,sharp,,[],Correct,[],,"Suddenly, a sharp bump shook Finn's car.",uid_IGe7nmfoeKQG1oyWJEMIv6KIP5Q2_sid_OJ3hCvb3pokTxqbvhJuh_1742508917.wav,sharp,ʃɑɹp
,,4.01561708471631,4.453899775378563,bump,,[],Correct,[],,"Suddenly, a sharp bump shook Finn's car.",uid_IGe7nmfoeKQG1oyWJEMIv6KIP5Q2_sid_OJ3hCvb3pokTxqbvhJuh_1742508917.wav,bump,bʌmp
