original_audio_name	ordered_sentences	issues
uid_21Dw9jLeIqWjrAuRHI1RG1qPz853_sid_T4yKb6u9Dma6mwunA6lP_1741209055.wav	"['Once upon a time, in a far town, there was a shiny train named Star.', 'Star was by far the fastest train in the yard.', 'Each morning, Star would start with a loud honk, ready to travel through valleys and farms.', 'The passengers loved Star for its charm and how it carried them safely.', 'One day, a part of the track was blocked by a cart.', ""With a swift move, Star's crew worked hard to clear the path."", 'Soon, Star was back on track, and the journey continued.', 'Everyone cheered as they arrived at their final destination, not far.']"	
uid_21Dw9jLeIqWjrAuRHI1RG1qPz853_sid_rdNZEManoTX8f0NWlSl6_1743199806.wav	"['Jake loved trains.', 'One sunny day, he decided to visit the train station.', 'As he watched the trains come and go, he felt joyful and eager to explore.', 'Each train seemed full of endless destinations.', 'Jake was fearless as he imagined riding to a place far away.', 'But soon, the bright sky turned gray, and a gentle rain began to fall.', 'The platform became quiet, leaving Jake listless and a bit sad.', 'Just then, an old conductor approached him.', '""Don\'t feel hopeless, young lad,"" the conductor said kindly.', '""Even rainy days can be wonderful with imagination.""', ""Inspired by the conductor's words, Jake imagined a train to a magical land."", 'Suddenly, the rain felt playful and bright.', 'Jake knew that adventure could always be found, rain or shine.']"	"{""text"":[""Self-response\"" \""quiet or quite\"""",""\""even rainy days\"" repeated phrase.""]}"
uid_22lbfrTq0OP1g1mwv7RZwXUl6eW2_sid_GN8Xnyex9q38jg9aH8fB_1741390669.wav	"['Jake loved baseball.', 'He played every day after school.', 'One bright day, Jake grabbed his bat and ran to the field.', 'His friend, Nate, was waiting with a ball and a huge grin.', 'They took turns batting, each hit echoing with a satisfying ""crack!""', ""Jake's turn came again, and he hit the ball high into the sky."", 'It sailed past the tree, landing right on the base.', 'It was a home run!', ""Jake and Nate cheered and clapped, thrilled at the day's game."", 'As the sun set, they packed up, eager to play again tomorrow.']"	"{""text"":[""Microphone distortion\/buzzing throughout entire video so slightly hard to see waveform boundaries"",""Hard to understand child.""]}"
uid_22lbfrTq0OP1g1mwv7RZwXUl6eW2_sid_qg1jtaFG5XEfPNYgcLP8_1742503280.wav	"[""In the bright land of Minecraft, Steve woke up to the sun's shine."", 'He wanted to build a great castle.', 'First, Steve mined and mined, collecting stone and wood.', 'Then, he crafted each block with care and placed them high.', 'Soon, a tall tower touched the sky.', 'But, oh no!', 'A creeper came by.', '""Ssssss,"" it hissed.', 'Steve ran fast, heart pounding with fright.', 'Boom!', ""The creeper exploded, but Steve's castle stood strong."", 'With a smile wide, Steve knew he was safe.', 'He added a moat, just in case.', 'As the stars twinkled, Steve whispered, ""Good night, Minecraft world.""']"	"M: Separated previously combined sentences (listed as one sentence in the intended sentences before) as two separate sentences: 'A creeper came by' and '""Ssssssss,"" it hissed'"
uid_4w6SC0KmlKV4YmJTalgWiZalQHi2_sid_316TtP9ktIPYclmSqdKR_1742509400.wav	"['The cheetah was the fastest animal in the savannah.', 'It had sharp claws and a beautiful spotted coat.', 'One day, the cheetah was running through the tall grass when it spotted a rabbit.', 'It quickly pounced and caught the rabbit in its jaws.', 'As the cheetah enjoyed its meal, it heard a rustling in the bushes.', 'It cautiously approached and saw a pack of hyenas trying to steal its meal.', 'The cheetah knew it needed to act fast and used its agility to outsmart the hyenas.', 'It sprinted away, leaving the hyenas in the dust.', ""The cheetah's speed and cunning had saved its meal and protected itself."", ""The other animals in the savannah were amazed by the cheetah's quick thinking and agility."", 'They knew they could always count on the cheetah to defend them from danger.', 'From that day on, the cheetah became known as the protector of the savannah.', 'Its swift movements and sharp senses kept everyone safe.', 'The other animals looked up to the cheetah and admired its speed, grace, and courage.', 'The end.']"	"Lots of non-child (likely parent) aid in the sentence ""The other animals looked up to the cheetah and admired its speed, grace, and courage"""
uid_4w6SC0KmlKV4YmJTalgWiZalQHi2_sid_NgaO9D2P5AKhZ1oZBupY_1742421508.wav	"['Once upon a time, a small frog named Flip lived by a sparkling pond.', ""Every morning, Flip would hop to the pond's edge and take a big leap into the cool water."", 'One day, Flip met a bird named Chip.', 'Chip chirped happily, ""Let\'s play a game!""', 'Flip nodded and they decided to jump from rock to rock.', 'Flip and Chip laughed as they hopped and chirped, enjoying the sunny day.', 'As the sun began to set, Flip waved goodbye to Chip, promising to play again tomorrow.', 'Flip felt happy, knowing he had a new friend by the pond.']"	
uid_4w6SC0KmlKV4YmJTalgWiZalQHi2_sid_WFBJxSGh2uCXWoF0Nr92_1742511762.wav	"['""Once upon a time, in a faraway land, there lived a group of magical creatures called the \'Whistolots\'.', 'These creatures had the power to whistle with their long, pointy noses.', 'They lived in a bright, colorful forest filled with all kinds of trees and flowers.', ""One day, a brave Whistolot named Whizzy set out on a journey to find a rare plant called the 'Whisperberry'."", 'This plant was said to have magical powers that could make anyone who ate it, able to whistle beautifully.', 'Whizzy searched high and low, braving through thick bushes and tall trees until he finally found the Whisperberry plant.', ""But as he plucked the berries, he noticed they made a funny noise - a 'th' sound."", 'Amazed by this discovery, Whizzy took the berries back to his village and shared them with his fellow Whistolots.', ""They all ate the berries and soon enough, they were all able to whistle with a 'th' sound."", ""From that day on, the Whistolots were known for their unique 'th' whistles, and all the other animals in the forest were amazed."", 'They all lived happily ever after, whistling with their noses and their mouths.""']"	M: Fair amount of background noise that distracts from audio, sounds like computer/microphone moving and chair creaking
uid_4w6SC0KmlKV4YmJTalgWiZalQHi2_sid_YEGwiBRYmGj8UEfBKjEL_1742332995.wav	['In a small town, a cat named Whiskers loved to play.', 'One day, Whiskers found a hat on the mat.', 'The hat was big and flat.', 'Whiskers sat in the hat, feeling like a king.', 'Suddenly, a gust of wind blew the hat away!', 'Whiskers chased the hat down the street, past a big red van.', 'The hat landed in a tall tree.', 'With a quick leap, Whiskers climbed the tree and grabbed the hat.', 'Happy to have it back, Whiskers trotted home and placed the hat on the mat.', 'It was the perfect spot for a cozy nap.']	"{""text"":[""Child reads the sentence \""the hat was big and flat\"" but parent interrupts and tells child to read the latter half of the previous sentence (One day, Whiskers found a hat on the mat.) again. The child repeats the phrase \""the mat.\"" "",""\""Whiskers sat in the hat, feeling like a king\"": Sentence mostly produced by child. However, parent tells child \""do it again\"" and forces them to restart."",""Parent reacts and says \""good job\"" at the end of the audio""]}"
uid_4w6SC0KmlKV4YmJTalgWiZalQHi2_sid_a8SztO9S5jDHFpWqzsw5_1742336384.wav	"['Once upon a time, in a quiet town, lived a bright kite named Spike.', 'Spike loved to fly high in the sky.', 'One fine day, a light breeze began to blow.', 'Spike soared higher and higher, feeling the wind glide beneath him.', 'Suddenly, a big cloud came by, and Spike felt a fright.', 'But soon, the sun shone bright, and Spike knew everything was alright.', 'As the day ended, Spike gently floated down, landing softly on the ground.', ""The townspeople clapped with delight, knowing Spike's flight was a beautiful sight."", 'Spike winked and promised more flights full of light.']"	"M: Lots of background squeaking in sentence 5 (""Suddenly, a big cloud came by, and Spike felt a fright."")"
uid_4w6SC0KmlKV4YmJTalgWiZalQHi2_sid_mfLjPE2t1eMTsYYpBaEa_1742508861.wav	"['Once upon a time, in a beautiful green forest, lived a friendly rabbit named Roger.', 'He was always happy and loved to play with his friends.', 'One sunny day, while hopping around, he found a shiny red apple on the ground.', 'Roger had never seen an apple before and was curious to take a bite.', 'He nibbled on the apple and it tasted delicious!', 'He wanted to keep it, so he put it in his basket and hopped back home.', 'On the way, he stumbled upon a big green caterpillar named Callie.', ""She had no legs and couldn't move."", 'Roger quickly realized that Callie needed help.', 'He remembered that he had an apple in his basket and gave it to Callie to eat.', 'After eating the apple, Callie grew bigger and turned into a colorful butterfly!', 'Roger was amazed and happy to have made a new friend.', ""They both hopped and flew together, exploring the forest while looking for more interesting things and words that contain the letter 'c'."", 'From then on, Roger and Callie were the best of friends and every time they saw an apple, they were reminded of their special bond.', ' The end.']"	Caregiver/parent interjects at ~2:30 in sen. 13
uid_4w6SC0KmlKV4YmJTalgWiZalQHi2_sid_pnXNeNgz1Tr774mcdDI0_1742510004.wav	"['Once there was a little puppy named Max.', 'Max was a playful and curious dog, always wagging his tail and sniffing around.', 'One day, Max went on an adventure and found himself in a magical forest.', 'He saw a sign that said ""beware of the log"" but Max didn\'t know what a log was.', 'He wandered around and saw a big river with a big log floating in it.', 'Max thought it looked like a big stick and decided to jump on it.', 'But as soon as he jumped, he realized it was a log and he fell into the water with a loud SPLASH!', 'Max quickly swam back to shore and learned that sometimes words can sound the same but mean different things.', 'From then on, Max was more careful when exploring and always made sure to read signs carefully.']"	Adult assisting child (Sentence 2)
uid_8AhIEcEU81Sn83Fyb0gnFvpiNij2_sid_5MQZoq9AQEsDcN4s2Te5_1742342125.wav	"['One day, a cat named Ted dashed through the yard.', 'Ted loved to play and jumped over logs.', 'Then, Ted spotted a red bird and raced after it.', ""Ted's friend, Ned, joined in the chase."", 'They sprinted until they skidded to a stop.', 'The bird had fled.', 'Tired, they rested under the shade, contented and happy.']"	"{""text"":[""Note for the word-level annotations- there is stress misplacement on the word 'contented' in the utterance \""Tired, they rested under the shade, contented and happy.\"" Stress should be con-TENT-ed but is said as CON-tent-ed. There is no label for this error yet."",""M: Fixed a mislabeled sentence segmentation (correct label: The bird had fled, sentence 7)""]}"
uid_8AhIEcEU81Sn83Fyb0gnFvpiNij2_sid_BvRzBwK6rCwMM0GIyHlY_1743120197.wav	"['One hot day, a young girl named Jill walked to the park with her pet puppy, Max.', 'Max had a big, brown spot on his back and loved to run and hop.', 'Jill sat on the grass.', 'Max chased a red ball, bouncing after it with joy.', 'The sun was high, and the park was busy with kids and their pets.', 'Max found a stick and brought it back to Jill.', 'They played fetch till the sun began to dip.', ""Exhausted, Max lay on Jill's lap."", 'As they walked home, Jill and Max felt the soft wind.', 'It was a perfect day for fun.']"	"{""text"":[""M: Many long pauses throughout that feel slightly disruptive "",""M: In sentence 8 (\""Suddenly, a big cloud came by, and Spike felt a fright.) the word \""exhausted\"" is whispered before the child reads it. I'm unsure if this is the child or parent whispering it.""]}"
uid_8AhIEcEU81Sn83Fyb0gnFvpiNij2_sid_dWWHqaNCItDHVTJsppiM_1742342703.wav	['Once upon a time, a princess named Ella played in the sun.', 'She loved her garden filled with roses and danced among the flowers.', 'One day, Ella dressed in her finest gown and planned a grand feast.', 'She invited friends from the nearby towns.', 'As the sun set, music played and everyone cheered.', 'The joyful evening ended with a magical display of stars.', 'Tired and happy, Ella headed to bed, dreaming of more adventures.']	M: Very long, constant pauses between words (overall) - feels a little disruptive 
uid_8AhIEcEU81Sn83Fyb0gnFvpiNij2_sid_uFpqxEWSmUluX0tQptOS_1742515199.wav	['Once upon a time, there was a young star shining in the vast space.', 'It liked dancing and singing while twinkling brightly.', 'One day, while spinning around, it noticed a new friend approaching—a small comet with a sparkling tail.', 'Together, they began creating amazing patterns, swirling and swinging across the galaxy.', 'As they played, other stars started joining the fun, making a dazzling, singing parade in space.', 'Eventually, the time came for the little star to rest, but it never stopped dreaming of more twinkling adventures with its friends.']	Poor audio quality
uid_8AhIEcEU81Sn83Fyb0gnFvpiNij2_sid_ub705UaRuZ1OeHvl4pH6_1742947635.wav	"['Once in a lush jungle, a tiger named Kit roamed.', 'Kit was big and strong, with bright stripes.', 'He loved to run fast and leap over tall logs.', 'One day, Kit met a big frog by the lake.', '""Let\'s race,"" said the frog with a grin.', 'Kit and the frog raced past rocks and trees.', 'In the end, they both laughed and became fast friends.', 'Kit learned that friendship was as important as running fast.']"	
uid_CanxAhhjiePs6niCtdVzPqVIzXt1_sid_3EY5UYLqcjiMWbMo794r_1742766112.wav	['Once upon a time, in a land of blocks, a boy named Tim loved to play Minecraft.', 'He built a tall tower to see the world.', 'One sunny day, while exploring, Tim heard a hiss.', 'A creeper was near!', 'Tim quickly dug a pit to trap it.', 'With a swift swing of his sword, he was safe again.', 'As night fell, Tim crafted a cozy bed inside his tower.', 'He slept soundly, dreaming of new adventures.', 'The next day, with the sun shining bright, Tim was ready for more fun in his Minecraft world.']	
uid_CanxAhhjiePs6niCtdVzPqVIzXt1_sid_Bq59QeS2MunIuem6zTgo_1742766370.wav	['Once upon a time, a cat named Max lived in a cozy house.', 'Max had a fluffy tail and loved to nap on the mat.', 'One day, Max met a new cat named Jack.', 'Jack wore a red hat and liked to chat.', 'Together, they sat on the mat and shared snacks.', 'Max brought a small sack of fish, and Jack had a pack of crackers.', 'They munched happily, purring with delight.', 'As the sun set, Max and Jack became best pals.', 'They promised to meet again the next day to play on the mat.', 'And so, their friendship grew.']	M: removed the run-on label for a couple of sentences where there was a small boundary between the sentences and reviewed (and kept) the other run-on labels.
uid_CanxAhhjiePs6niCtdVzPqVIzXt1_sid_WKFhHRQhcWQKJAHw9Ib4_1742072366.wav	"['Once upon a time, Lucy found a colorful cube in her attic.', ""She was curious about the Rubik's cube and tried to twist it."", ""The cube's sides spun quickly, colors mixing in a blur."", 'Lucy felt stuck and a bit blue, unsure what to do.', 'Suddenly, her brother Luke peeked in.', 'Luke loved puzzles and said, ""Let me help you!""', 'Together, they twisted and turned, solving the tricky cube bit by bit.', 'Soon, all the colors matched, and Lucy cheered with joy.', 'She hugged Luke, feeling proud and bright.', 'From then on, Lucy loved solving puzzles with Luke.']"	A little hard to understand at the end of sentences
uid_CanxAhhjiePs6niCtdVzPqVIzXt1_sid_bVQ0d0KM1E5YVtD60k0Q_1742072744.wav	"['Timmy loved solving puzzles.', 'One sunny day, he entered a cubing competition at the local park.', 'The buzz of excitement filled the air as kids gathered with their colorful cubes.', 'Timmy practiced hard, twisting and turning his cube with skill.', 'The timer beeped, and the competition began.', 'He focused, his fingers moving swiftly.', 'Soon, he heard a cheer—it was his cube, perfectly solved!', 'Timmy grinned, proud of his speedy success.', 'At the end of the day, he won a shiny blue trophy.', ""Timmy's heart was full of joy, knowing his hard work and practice paid off.""]"	"{""text"":[""M: Possible typo in the listing of the intended sentence \""Soon, he heard a cheer¡ªit was his cube, perfectly solved!\"""",""M: Slight screaming\/shouting as background noise in the utterance of \""Timmy's heart was full of joy, knowing his hard work and practice paid off\""""]}"
uid_CanxAhhjiePs6niCtdVzPqVIzXt1_sid_gUXg6qMNfG1UwQvM5G7u_1742765846.wav	"['Ben and his friend Jake loved playing soccer.', 'One sunny day, they joined a game at the park.', 'Ben kicked the ball to Jake, who dashed down the field.', 'Jake swiftly passed it back to Ben.', 'Ben aimed and shot the ball.', 'It soared through the air and landed in the goal.', '""Hooray!"" their team cheered.', 'The game continued, and both friends played with great skill.', 'Near the end, the score was tied.', 'Ben had one last chance.', 'He kicked the ball hard, and it zoomed past the goalie.', 'Their team won!', 'Ben and Jake celebrated with big smiles.']"	
uid_CjlD9aGvoSfMhsnUwRIQlMr4IFp1_sid_6EBd92Man5qPw2exIy9j_1742008451.wav	"['Ned had a red pet fish.', 'Ned fed the fish every day.', 'One day, the fish met another fish.', 'They swam and played until the sun set.', ""Ned's red pet slept snug in its bed.""]"	M: Likely to be noted on in the word-level annotations, but there is a very long pause in sentence 5 (Ned's red pet slept...) between slept and snug.
uid_CjlD9aGvoSfMhsnUwRIQlMr4IFp1_sid_DVtfSCJyJu3nQjtuoanM_1741661150.wav	['Mario can run fast.', 'He wins the cup in the sun.', 'But then, he must jump over mud.', 'His fun trip will not end.', 'Mario runs, jumps, and gets the cup.', 'Everyone is glad.']	"Child very quickly combines ""sun"" and ""but"" from the end of the last sentence to the beginning of sentence 3."
uid_CjlD9aGvoSfMhsnUwRIQlMr4IFp1_sid_KoVo7JOEqGZdSalcMpny_1741661393.wav	['Ben got a red pen and ten eggs.', 'He met Jen, who had a big net.', 'They sat by the edge of the pond, and Ben fed the ducks the eggs.', 'Jen kept the net handy to catch any eggs that floated away.', 'Afterward, they went home to rest, happy with their fun day.']	Some microphone static (Sentence 4+5)
uid_CjlD9aGvoSfMhsnUwRIQlMr4IFp1_sid_QcXsX1SJo3pZJaO8Ox6u_1742180382.wav	"['Godzilla met a big pig.', 'The pig sat on a log.', '""Sit with me,"" said the pig.', 'Godzilla did sit.', 'A red fox ran to them.', '""Can I sit?"" asked the fox.', 'Godzilla, the pig, and the fox were glad.', 'They sat and had fun in the sun.', 'Then, Godzilla had to go.', '""Bye,"" said the pig and fox.', 'Godzilla waved and ran far.', 'It was a fun day for all.']"	M: In Sentence 4, the child clears their throat loudly that causes a small disruption in the sentence. I'm wondering if such interruptions will need to be ignored at the word-level or if they should be noted?
uid_CjlD9aGvoSfMhsnUwRIQlMr4IFp1_sid_RtxDiSxFul0yppqfezgP_1741403164.wav	"['Nina and Sam had a plan.', 'They sat on a mat to play a game.', 'The game was a hit!', 'Sam got a big win, and Nina did a jig.', 'It was so fun!', 'They clapped and had a snack.', 'At the end, they said, ""That was a blast. Let\'s play again!""']"	"Sentence segmentation error. ""At the end, they said, 'That was a blast.'"" and ""Let's play again!'"" should be a single sentence (i.e., ""At the end, they said, 'That was a blast. Let's play again!'"")"
uid_CjlD9aGvoSfMhsnUwRIQlMr4IFp1_sid_fPKMdj4jr6BedPXQV3mV_1742180701.wav	"['Six red foxes saw ten big frogs in a hot pot.', 'The frogs had to hop out, or they got wet.', 'Sam the frog did not stop to hop.', 'Pam got mad, but Dan the frog did get wet.', 'Dan and Pam sat on a log to hug.', 'A kind pig came by and said, ""Join me to jog in the sun!""', 'They felt glad and ran with the pig.']"	
